Região,Porte,Desenvolvimento,Porte,Codigo,Município,,CrecheTotal,CrecheFederal,CrecheEstadual,CrecheMunicipal,CrechePrivada,,PreEscolaTotal,PreEscolaFederal,PreEscolaEstadual,PreEscolaMunicipal,PreEscolaPrivada,,EFAnosInciaisTotal,EFAnosInciaisFederal,EFAnosInciaisEstadual,EFAnosInciaisMunicipal,EFAnosInciaisPrivada,,EFAnosFinaisTotal,EFAnosFinaisFederal,EFAnosFinaisEstadual,EFAnosFinaisMunicipal,EFAnosFinaisPrivada,,EnsinoMédioRegularTotal,EnsinoMédioRegularFederal,EnsinoMédioRegularEstadual,EnsinoMédioRegularMunicipal,EnsinoMédioRegularPrivada,,EProfisIntegradoTotal,EProfisIntegradoFederal,EProfisIntegradoEstadual,EProfisIntegradoMunicipal,EProfisIntegradoPrivada,,EProfisConcomitanteTotal,EProfisConcomitanteFederal,EProfisConcomitanteEstadual,EProfisConcomitanteMunicipal,EProfisConcomitantePrivada,,EProfisSubsequenteTotal,EProfisSubsequenteFederal,EProfisSubsequenteEstadual,EProfisSubsequenteMunicipal,EProfisSubsequentePrivada,,EJATotal,,EJAEnsinoFundamentalTotal,EJAEnsinoFundamentalFederal,EJAEnsinoFundamentalEstadual,EJAEnsinoFundamentalMunicipal,EJAEnsinoFundamentalPrivada,,EJAEnsinoMédioTotal,EJAEnsinoMédioFederal,EJAEnsinoMédioEstadual,EJAEnsinoMédioMunicipal,EJAEnsinoMédioPrivada
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3517109,Glicério,,128,0,0,128,0,,105,0,0,105,0,,270,0,0,270,0,,192,0,192,0,0,,84,0,84,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3517208,Guaiçara,,269,0,0,269,0,,289,0,0,289,0,,709,0,0,709,0,,641,0,641,0,0,,392,0,392,0,0,,63,0,63,0,0,,0,0,0,0,0,,0,0,0,0,0,,"44,00",,"10,00","0,00","0,00","10,00","0,00",,"34,00","0,00","34,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3517307,Guaimbê,,128,0,0,128,0,,133,0,0,133,0,,357,0,0,357,0,,295,0,295,0,0,,176,0,176,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3517406,Guaíra,,838,0,0,678,160,,933,0,0,755,178,,2192,0,0,1694,498,,2056,0,1489,0,567,,1.609,0,1.314,0,295,,196,0,196,0,0,,0,0,0,0,0,,31,0,31,0,0,,"44,00",,"44,00","0,00","0,00","44,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3517505,Guapiaçu,,553,0,0,505,48,,556,0,0,490,66,,1409,0,0,1243,166,,1089,0,0,944,145,,871,0,871,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"37,00",,"37,00","0,00","0,00","37,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3517604,Guapiara,,211,0,0,203,8,,475,0,0,469,6,,1213,0,0,1175,38,,966,0,589,368,9,,793,0,793,0,0,,64,0,64,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3517703,Guará,,423,0,0,309,114,,447,0,0,300,147,,1163,0,0,1051,112,,929,0,0,843,86,,623,0,575,0,48,,56,0,56,0,0,,0,0,0,0,0,,0,0,0,0,0,,"127,00",,"69,00","0,00","0,00","69,00","0,00",,"58,00","0,00","58,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3517802,Guaraçaí,,119,0,0,84,35,,148,0,0,137,11,,380,0,0,315,65,,396,0,296,0,100,,266,0,214,0,52,,29,0,29,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Barretos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3517901,Guaraci,,283,0,0,283,0,,223,0,0,223,0,,609,0,0,578,31,,504,0,0,504,0,,320,0,320,0,0,,34,0,34,0,0,,0,0,0,0,0,,0,0,0,0,0,,"89,00",,"25,00","0,00","0,00","25,00","0,00",,"64,00","0,00","64,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3518008,Guarani d'Oeste,,46,0,0,46,0,,48,0,0,48,0,,103,0,0,103,0,,91,0,91,0,0,,32,0,32,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3518107,Guarantã,,122,0,0,100,22,,145,0,0,145,0,,372,0,0,372,0,,361,0,361,0,0,,118,0,118,0,0,,10,0,10,0,0,,0,0,0,0,0,,0,0,0,0,0,,"8,00",,"8,00","0,00","0,00","8,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3518206,Guararapes,,911,0,0,832,79,,947,0,0,848,99,,1934,0,0,1344,590,,1619,0,1091,0,528,,922,0,605,0,317,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"64,00",,"27,00","0,00","15,00","12,00","0,00",,"37,00","0,00","37,00","0,00","0,00"
Região Metropolitana de São Paulo_Leste,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3518305,Guararema,,949,0,0,935,14,,860,0,0,842,18,,2240,0,0,2164,76,,1714,0,1580,0,134,,1.132,0,1.078,5,49,,49,0,49,0,0,,15,0,0,0,15,,133,0,0,0,133,,"56,00",,"23,00","0,00","23,00","0,00","0,00",,"33,00","0,00","33,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 100.001 até 150.000 habitantes,3518404,Guaratinguetá,,2450,0,18,1285,1147,,2932,0,0,1583,1349,,7362,0,0,5193,2169,,6030,0,2174,2222,1634,,5.202,355,4.138,0,709,,1917,355,1562,0,0,,271,0,152,0,119,,1604,0,413,0,1191,,"362,00",,"96,00","0,00","0,00","96,00","0,00",,"266,00","0,00","266,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3518503,Guareí,,323,0,0,322,1,,334,0,0,331,3,,842,0,0,810,32,,589,0,589,0,0,,359,0,359,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"319,00",,"143,00","0,00","143,00","0,00","0,00",,"176,00","0,00","176,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3518602,Guariba,,831,0,0,783,48,,942,0,0,874,68,,2386,0,0,2214,172,,2167,0,0,2013,154,,1.770,0,1.673,0,97,,694,0,694,0,0,,40,0,40,0,0,,131,0,131,0,0,,"251,00",,"97,00","0,00","0,00","97,00","0,00",,"154,00","0,00","154,00","0,00","0,00"
Região Administrativa de Santos,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 250.001 até 300.000 habitantes,3518701,Guarujá,,7906,0,0,1920,5986,,7955,0,0,5971,1984,,21733,0,6236,12139,3358,,17395,0,7086,7643,2666,,15.322,0,14.178,0,1.144,,775,0,775,0,0,,316,0,120,95,101,,1475,0,180,295,1000,,1.919,,"756,00","0,00","253,00","503,00","0,00",,1.163,"0,00",1.163,"0,00","0,00"
Região Metropolitana de São Paulo_Leste,Metrópole,Metrópole: 900.001 habitantes ou mais,Metrópole: de 1.000.001 até 2.000.000 habitantes,3518800,Guarulhos,,25582,0,0,7153,18429,,36125,0,0,24707,11418,,101336,0,20240,60994,20102,,77690,0,62166,0,15524,,63.132,321,54.276,0,8.535,,4013,321,2469,0,1223,,386,32,106,0,248,,4004,109,106,0,3789,,5.113,,2.748,"0,00","281,00",2.461,"6,00",,2.365,"0,00",2.365,"0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3518859,Guatapará,,174,0,0,174,0,,195,0,0,189,6,,490,0,0,447,43,,399,0,0,386,13,,342,0,342,0,0,,20,0,20,0,0,,0,0,0,0,0,,0,0,0,0,0,,"73,00",,"28,00","0,00","0,00","28,00","0,00",,"45,00","0,00","45,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3518909,Guzolândia,,96,0,0,96,0,,87,0,0,87,0,,237,0,0,237,0,,234,0,234,0,0,,121,0,121,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3519006,Herculândia,,196,0,0,186,10,,227,0,0,225,2,,464,0,0,464,0,,347,0,347,0,0,,136,0,136,0,0,,41,0,41,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3519055,Holambra,,599,0,0,499,100,,482,0,0,352,130,,1164,0,0,834,330,,940,0,0,679,261,,638,0,477,0,161,,33,0,33,0,0,,0,0,0,0,0,,39,0,0,0,39,,"58,00",,"30,00","0,00","0,00","30,00","0,00",,"28,00","0,00","28,00","0,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 200.001 até 250.000 habitantes,3519071,Hortolândia,,6135,0,0,5264,871,,6444,0,0,5177,1267,,18471,0,52,13937,4482,,13978,0,10236,80,3662,,10.957,332,9.089,0,1.536,,1558,332,744,0,482,,154,34,106,0,14,,777,126,206,0,445,,1.899,,"690,00","0,00","212,00","292,00","186,00",,1.209,"0,00","507,00","0,00","702,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3519105,Iacanga,,243,0,0,227,16,,272,0,0,242,30,,699,0,0,599,100,,573,0,0,494,79,,367,0,367,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"38,00",,"12,00","0,00","12,00","0,00","0,00",,"26,00","0,00","26,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3519204,Iacri,,108,0,0,108,0,,136,0,0,136,0,,329,0,257,72,0,,275,0,275,0,0,,113,0,113,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3519253,Iaras,,186,0,0,186,0,,169,0,0,169,0,,423,0,0,423,0,,377,0,17,360,0,,360,0,360,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"224,00",,"184,00","0,00","171,00","13,00","0,00",,"40,00","0,00","40,00","0,00","0,00"
Região Administrativa Central,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3519303,Ibaté,,985,0,0,951,34,,972,0,0,930,42,,2334,0,0,2243,91,,1943,0,1879,0,64,,1.290,0,1.290,0,0,,268,0,268,0,0,,15,0,15,0,0,,67,0,67,0,0,,"164,00",,"55,00","0,00","41,00","14,00","0,00",,"109,00","0,00","109,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3519402,Ibirá,,292,0,0,284,8,,256,0,0,227,29,,729,0,0,623,106,,528,0,0,478,50,,414,0,363,0,51,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"29,00",,"0,00","0,00","0,00","0,00","0,00",,"29,00","0,00","29,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3519501,Ibirarema,,186,0,0,186,0,,151,0,0,151,0,,392,0,0,392,0,,313,0,313,0,0,,192,0,192,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"42,00",,"11,00","0,00","11,00","0,00","0,00",,"31,00","0,00","31,00","0,00","0,00"
Região Administrativa Central,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3519600,Ibitinga,,1351,0,0,1137,214,,1532,0,0,1268,264,,3737,0,283,2684,770,,2919,0,2439,0,480,,2.001,0,1.746,0,255,,283,0,283,0,0,,18,0,18,0,0,,185,0,111,0,74,,"104,00",,"41,00","0,00","19,00","22,00","0,00",,"63,00","0,00","63,00","0,00","0,00"
Região Administrativa de Sorocaba,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3519709,Ibiúna,,1482,0,0,1289,193,,2226,0,0,1998,228,,6001,0,0,5292,709,,4868,0,4236,0,632,,3.109,0,2.728,0,381,,178,0,178,0,0,,4,0,0,0,4,,127,0,0,0,127,,"122,00",,"63,00","0,00","34,00","29,00","0,00",,"59,00","0,00","59,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3519808,Icém,,172,0,0,90,82,,136,0,0,117,19,,416,0,0,361,55,,355,0,0,344,11,,237,0,237,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"74,00",,"22,00","0,00","22,00","0,00","0,00",,"52,00","0,00","52,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3519907,Iepê,,170,0,0,170,0,,159,0,0,159,0,,440,0,0,440,0,,400,0,400,0,0,,243,0,243,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"28,00",,"12,00","0,00","12,00","0,00","0,00",,"16,00","0,00","16,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3520004,Igaraçu do Tietê,,434,0,0,414,20,,519,0,0,467,52,,1370,0,0,1101,269,,1172,0,851,0,321,,581,0,581,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"248,00",,"126,00","0,00","0,00","126,00","0,00",,"122,00","0,00","0,00","122,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3520103,Igarapava,,604,0,0,456,148,,611,0,0,459,152,,1674,0,0,1218,456,,1313,0,0,991,322,,953,0,728,114,111,,522,0,522,0,0,,56,0,56,0,0,,112,0,112,0,0,,"113,00",,"49,00","0,00","0,00","49,00","0,00",,"64,00","0,00","64,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3520202,Igaratá,,232,0,0,214,18,,289,0,0,276,13,,805,0,0,805,0,,631,0,238,393,0,,399,0,399,0,0,,59,0,59,0,0,,0,0,0,0,0,,0,0,0,0,0,,"53,00",,"20,00","0,00","20,00","0,00","0,00",,"33,00","0,00","33,00","0,00","0,00"
Região Administrativa de Registro,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3520301,Iguape,,555,0,0,533,22,,705,0,11,636,58,,2006,0,135,1667,204,,1743,0,1510,0,233,,1.241,0,1.094,15,132,,241,0,241,0,0,,29,0,9,0,20,,200,0,44,0,156,,"192,00",,"88,00","0,00","71,00","17,00","0,00",,"104,00","0,00","104,00","0,00","0,00"
Região Administrativa de Registro,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3520426,Ilha Comprida,,413,0,0,413,0,,351,0,0,351,0,,1031,0,0,944,87,,735,0,0,732,3,,432,0,432,0,0,,87,0,87,0,0,,0,0,0,0,0,,0,0,0,0,0,,"125,00",,"71,00","0,00","0,00","71,00","0,00",,"54,00","0,00","54,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3520442,Ilha Solteira,,528,0,20,475,33,,503,0,0,458,45,,1394,0,0,1110,284,,1232,0,956,0,276,,1.033,215,686,0,132,,465,215,250,0,0,,52,0,51,0,1,,465,0,458,0,7,,"139,00",,"57,00","0,00","0,00","57,00","0,00",,"82,00","0,00","82,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3520400,Ilhabela,,1097,0,0,1049,48,,1113,0,0,978,135,,2776,0,0,2362,414,,2457,0,0,2140,317,,1.384,0,1.187,0,197,,30,0,30,0,0,,0,0,0,0,0,,0,0,0,0,0,,"175,00",,"119,00","0,00","0,00","119,00","0,00",,"56,00","0,00","56,00","0,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 250.001 até 300.000 habitantes,3520509,Indaiatuba,,8387,0,0,6723,1664,,7156,0,0,5426,1730,,18913,0,0,14247,4666,,14027,0,9651,0,4376,,14.429,0,8.620,3.341,2.468,,3612,0,271,3341,0,,460,0,0,333,127,,673,0,0,481,192,,"343,00",,"123,00","0,00","101,00","22,00","0,00",,"220,00","0,00","220,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3520608,Indiana,,119,0,0,119,0,,107,0,0,107,0,,271,0,0,271,0,,213,0,213,0,0,,111,0,111,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3520707,Indiaporã,,91,0,0,91,0,,77,0,0,77,0,,200,0,0,182,18,,186,0,186,0,0,,90,0,90,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3520806,Inúbia Paulista,,70,0,0,70,0,,72,0,0,72,0,,212,0,0,212,0,,151,0,151,0,0,,67,0,67,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"6,00",,"3,00","0,00","3,00","0,00","0,00",,"3,00","0,00","3,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3520905,Ipaussu,,369,0,0,338,31,,382,0,0,324,58,,968,0,0,777,191,,827,0,0,693,134,,756,0,719,0,37,,231,0,231,0,0,,29,0,11,0,18,,65,0,57,0,8,,"148,00",,"72,00","0,00","0,00","58,00","14,00",,"76,00","0,00","76,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 30.001 até 40.000 habitantes,3521002,Iperó,,806,0,0,800,6,,941,0,0,938,3,,2357,0,0,2322,35,,1949,0,0,1924,25,,1.191,0,1.191,0,0,,29,0,29,0,0,,0,0,0,0,0,,0,0,0,0,0,,"368,00",,"203,00","0,00","129,00","74,00","0,00",,"165,00","0,00","165,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3521101,Ipeúna,,204,0,0,204,0,,176,0,0,176,0,,482,0,0,482,0,,363,0,363,0,0,,413,0,413,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3521150,Ipiguá,,128,0,0,128,0,,161,0,0,161,0,,426,0,0,426,0,,367,0,367,0,0,,232,0,232,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3521200,Iporanga,,54,0,0,54,0,,86,0,0,86,0,,272,0,0,272,0,,222,0,152,70,0,,163,0,163,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3521309,Ipuã,,417,0,0,262,155,,336,0,0,284,52,,912,0,0,732,180,,729,0,0,585,144,,444,0,380,0,64,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"99,00",,"32,00","0,00","0,00","32,00","0,00",,"67,00","0,00","67,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3521408,Iracemápolis,,641,0,0,131,510,,587,0,0,553,34,,1369,0,0,1303,66,,988,0,969,0,19,,1.003,0,1.003,0,0,,65,0,65,0,0,,14,0,0,0,14,,16,0,0,0,16,,"115,00",,"41,00","0,00","33,00","8,00","0,00",,"74,00","0,00","74,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3521507,Irapuã,,180,0,0,180,0,,187,0,0,187,0,,452,0,0,452,0,,351,0,351,0,0,,290,0,290,0,0,,32,0,32,0,0,,0,0,0,0,0,,0,0,0,0,0,,"35,00",,"16,00","0,00","16,00","0,00","0,00",,"19,00","0,00","19,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3521606,Irapuru,,108,0,0,108,0,,131,0,0,131,0,,276,0,0,276,0,,283,0,283,0,0,,202,0,202,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"130,00",,"69,00","0,00","69,00","0,00","0,00",,"61,00","0,00","61,00","0,00","0,00"
Região Administrativa de Itapeva,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3521705,Itaberá,,654,0,0,612,42,,475,0,0,437,38,,1181,0,1000,0,181,,926,0,850,0,76,,662,0,637,0,25,,68,0,68,0,0,,0,0,0,0,0,,0,0,0,0,0,,"59,00",,"34,00","0,00","21,00","13,00","0,00",,"25,00","0,00","25,00","0,00","0,00"
